doc_id,screen_name,party,message
675,SenatorTedCruz,Republican,"“If the Cruz amendment makes its way into the final bill (and there is nearly identical language in the House version, so there is a good shot of this), the game will have changed on school choice. Parents can start saving right away for private or parochial school, or for homeschooling expenses, in a 529 plan when a child is born."" -> http://bit.ly/2BAX5VC"
676,RepDanDonovan,Republican,"Today, activists called on the NYPD to eliminate its database of known gang members. It’s eminently responsible for authorities to keep track of violent gang members and, if they’re here illegally, deport them. But if these activists had their way, the NYPD would tie both hands behind its back and blind itself by deleting a database of known gang members. In all my years as a prosecutor and now a Member of Congress, I have never heard a more ridiculous and backwards idea than this. What’s next – an argument that gang tattoos are just an expression of art?"
677,RepresentativeSteveKnight,Republican,"Check out last night's Knight Vision, a weekly e-newsletter about what my office and I have been up to and upcoming events coming up in our community. If you like what you see, please sign up on my website to receive Knight Vision in your mailbox every week! https://knight.house.gov/news/email/show.aspx?ID=VZCDZNX6JTRWC"
678,tomcarper,Democrat,"When you know you're right, sure you're right, never give up. We're in this together and we're not going to give up. No #MuslimBan!"
679,RepColleenHanabusa,Democrat,"Today, August 15th, marks the 5-year anniversary of when the US Citizenship and Immigration Service (USCIS) began accepting DACA applications.  Dreamers who signed up and met the strict eligibility requirements were given a two-year term of protection.  Today there are approximately 800,000 Dreamers in the US.  Although ten states are pressuring President Trump to phase out DACA by September 5th, ending the program would not make our streets safer or borders more secure.  We should protect Dreamers and let the Department of Homeland Security (DHS) and Immigration Customs Enforcement (ICE) focus their resources on deporting those who really pose a threat to our country."
680,RepScottPeters,Democrat,"Visited Pure Water San Diego's treatment plant to see how their five step process can produce safe, high-quality drinking water and help reduce our water supply’s vulnerability to drought, climate change and natural disasters. The long term program aims to provide one third of San Diego’s water from sustainable, local sources through Miramar Reservoir by 2035."
681,reptrentkelly,Republican,"Enjoyed talking with Cala Tabb from Webster County. Cala and her husband, Billy, were honored to be selected for the American Farm Bureau Federation Young Farmers and Ranchers Achievement Award last year. #MS01"
682,Rep.BluntRochester,Democrat,"I'm proud to be an original cosponsor of the Paycheck Fairness Act. Pay inequity doesn't just impact women, it impacts our children, our families, and our economy as a whole. It's time to finally put an end to the wage gap."
683,repbrianmast,Republican,All 3 of our #FL18 counties - #Martin #StLucie #PalmBeach - are now eligible for individual disaster assistance and public assistance from FEMA Federal Emergency Management Agency.  More information on how to apply here:
684,RepTedBudd,Republican,Great day at the United States Naval Academy where I visited with Midshipmen from North Carolina and thanked them for their service.  The Naval Academy is doing a tremendous job training the next generation.
685,RepDrewFerguson,Republican,‪We stand with the people of Spain in the wake of today's horrible events. My prayers are with the victims of this terrorist attack in Barcelona.
686,81058818750.0,Democrat,"Today marks the final chapter of a nearly twenty year mission for NASA’s Cassini spacecraft which has spent the past thirteen years orbiting Saturn collecting extensive data and making unparalleled observations about the planet  and its moons. Launched in 1997, Cassini has spent the past five months orbiting between the planet and its rings to provide new and unique data. Today, Cassini completed its Grand Finale after plunging into Saturn’s atmosphere. To learn more about the Cassini mission, visit: https://saturn.jpl.nasa.gov/"
687,RepKarenBass,Democrat,"The fact that Americans owe nearly $1.3 trillion in student loan debt is a dramatic reminder that student debt is an ever expanding impediment on the young graduates in our country. That’s why I’ve reintroduced the Student Loan Fairness Act, which will alleviate the financial burden of student loan debt on college graduates and support them as they begin their careers and lives.  Read more here: https://bass.house.gov/media-center/press-releases/rep-bass-reintroduces-student-loan-fairness-act-2017"
688,RepDaveTrott,Republican,Sara from Farmington is one of our community's most promising young leaders. Her outstanding service to our community and her initiative and drive to help those in need is inspiring. Her passion makes me so hopeful for the future of Southeast Michigan and it was an honor to present her with Congress' highest honor for our nation's youth  - the Congressional Award Gold Medal. She's more than earned it!
689,RepDWS,Democrat,"Join me right here on Facebook live soon to watch our event commemorating Jewish American Heritage Month as we discuss the contributions Jewish Americans made to the Civil Rights Movement. We'll be joined by Congressman Alcee L. Hastings,  Ambassador Andrew J. Young, and activist Annsheila Turkel."
690,senatortomudall,Democrat,"NAFTA, like many of our trade agreements, could certainly be improved with better protections for American workers and updated to reflect new circumstances. However, any renegotiation of NAFTA must protect the thousands of New Mexicans whose livelihoods depend on stable trade relations with Mexico. Business and economic development leaders in Santa Teresa and across the state have told me that the Trump administration’s brinksmanship, confusion, and alarming rhetoric surrounding NAFTA have already hurt our border economies, placing a cloud of uncertainty over businesses and damaging our relationship with our most important trading partner, Mexico.   As we move forward, Congress, New Mexicans and the American people deserve to have the details about the Trump administration's priorities and intentions for NAFTA renegotiation. Given that NAFTA was implemented by congressional legislation that is now law, any significant change to NAFTA will need to come back to Congress for approval.   U.S. Trade Representative Lighthizer pledged to me that he will oppose unilateral withdrawal from NAFTA. He also stated that demands for Mexico to pay for a border wall would doom the chances of a successful NAFTA negotiation. He further committed to giving greater consideration to U.S. businesses – many of which are located in New Mexico’s border region and employ thousands of New Mexicans – in NAFTA renegotiation. I will hold the Trump administration to these commitments, and I will forcefully oppose an adversarial or chaotic approach to updating NAFTA that undermines our critical trade relationship with Mexico.    New Mexico’s border region is one of the bright spots in our state’s struggling economy – but President Trump’s reckless NAFTA posturing threatens that success. Now that NAFTA renegotiation has formally begun, it is imperative that President Trump and Representative Lighthizer visit our border communities to see for themselves what their plans will mean for real New Mexicans and Americans.  https://www.abqjournal.com/1005240/trump-administration-announces-plans-to-renegotiate-nafta.html"
691,betoorourketx16,Democrat,"In the midst of a veteran suicide epidemic, it is more important now than ever that veterans have access to timely and quality healthcare. The sooner that the VA can implement sensible disciplinary procedures, the sooner it can focus on its primary mission of providing care for veterans.  I voted for S.1094 — the Department of Veteran Affairs Accountability and Whistleblower Protection Act of 2017. This bill — a revised version of the House-passed VA Accountability First Act (H.R.1259) — would shorten the notification and review period for the demotion and removal of employees, while preserving their due process right to file an appeal with an independent agency.  This bill also creates a new, centralized office responsible for handling and protecting whistleblowers, to ensure that bad actors are identified and that veterans receive the quality care they deserve."
692,RepDelBene,Democrat,"Today marks the anniversary of #SenecaFalls. Our nation has made great progress, but there's more to do to ensure full #equality for all."
693,USCongressmanVicenteGonzalez,Democrat,"Meet Congressional Hispanic Caucus Institute Intern, John Espinosa, who had his last day in our Washington, D.C. office today. The Austin, Texas, native is a senior at Texas State University. As a political science major, John is passionate about finding a way to give back to his community, and hopes to attend graduate or law school in the future. John loved exploring the nation’s capital and working with our legislative team on issues ranging from financial services to energy and foreign affairs. He loves to sing, and knows how to fence. It was a pleasure to host him this fall. Thanks for being a #TX15 intern, John!"
694,bobcorker,Republican,"On this day, we remember the innocent lives that were lost on September 11 and pay tribute to the first responders and members of the military who answered the call to protect and defend our country. The best way we can honor those lost is by working every day to make our country even stronger. #NeverForget"
695,CongressmanNadler,Democrat,Read my statement on becoming Ranking Member of the House Judiciary Committee. https://t.co/nDsUNK8C5I
696,RepJoshG,Democrat,"At the State Delegate meeting of the NJ State PBA this week, I thanked NJ police from across the state for keeping our communities safe. I will always have their backs for having ours. They put their lives on the line every day for our families."
697,CongressmanNadler,Democrat,About to join @NewDay on @CNN to discuss our hearing yesterday with @FBI Director Wray and the continuing Russia investigation. Tune in. https://t.co/RxZTpm0CDC
698,CongressmanBradSchneider,Democrat,The best part of my job is hearing from you. That’s why I hold Constituent Office Hours in Lincolnshire to meet with groups whenever Congress is not in session. This morning I had the opportunity to sit down with Alzheimer's Association and Communications Workers of America. Please call our office at (202) 225-4835 and let’s schedule a time to meet.
699,senatordonnelly,Democrat,#ICYMI: Joe’s staff hosted a Veterans History Project in Anderson. Thank you to our Hoosier veterans who shared their stories of service.
700,RepLowey,Democrat,Slashing the state and local tax deduction is a nonstarter.   My statement on the House Republican tax plan: http://bit.ly/2zrzk5o
701,RepRogerWilliams,Republican,"Attention #TX25 high school students: We are officially accepting submissions for this year’s 2017 Congressional Art Competition. The winning student will have their artwork displayed in the U.S. Capitol for one year, and they will be recognized in Washington, D.C.   Be sure to check out my website for more information about the rules and deadlines"
702,RepLoisFrankel,Democrat,"The non-partisan Congressional Budget Office (CBO) reveals that 18 million Americans would lose health insurance coverage in the first year after a repeal of the Affordable Care Act. And premiums for people buying individual non-group coverage would double within 10 years! There's more progress to be made with the ACA, but let's build on what we have instead of throwing consumers and the health care industry into chaos.   https://www.washingtonpost.com/news/powerpost/wp/2017/01/17/18-million-would-lose-insurance-in-first-year-of-obamacare-repeal-without-replacement-cbo-report-says/?postshare=6661484670045149&tid=ss_tw&utm_term=.bc717fd07e20"
703,RepJohnKatko,Republican,"Don't forget to join us tomorrow for a Facebook Live conversation with Robert Harding from The Citizen!  The feed will be broadcast both here, and on The Citizen's page."
704,mitchmcconnell,Republican,Welcome back to the United States Capitol and welcome to the 115th Congress. It's time to get back to work on behalf of the American people.
705,RepMikeThompson,Democrat,"As the father of a law enforcement officer, I was horrified to hear of the unprovoked shooting of Officer Miosotis Familia in New York. My thoughts are with her family and loved ones."
706,boblatta,Republican,"Christmas celebrations and family traditions are very special times. Our family will be enjoying these recipes - among others - at our #ChristmasDinner.   They are long-time family favorites, and many of the ingredients are grown/raised in Ohio's 5th District (not the pecans of course, but Aunt Hilda's pecan pie recipe is the best!). Enjoy!"
707,repronkind,Democrat,"Hearing from Wisconsinites about the issues that matter most to them is my favorite part of this job. I hope you join me at this listening session to share your thoughts and opinions.  Date: Monday, August 7 Time: 1:30PM Location: Durand City Hall, Community Room -- 104 East Main St, Durand WI 54736"
708,RepEliseStefanik,Republican,Today I reintroduced the Lift the Relocation Burden from Military Spouses Act. This bill would make it easier for military spouses to transfer their professional licenses and certificates from state to state as they relocate. Watch my remarks on the House floor below and read about this legislation at the link: https://stefanik.house.gov/media-center/press-releases/stefanik-introduces-lift-relocation-burden-military-spouses-act-0
709,RepBost,Republican,"I was privileged to have the opportunity to visit Mt. Vernon Airport and tour the Hall of Honor and Museum, which is a tribute to local veterans located in a hallway off the main terminal building. The hallway sends a message of respect for veterans to  airport users, visitors, and the local community."
710,derek.kilmer,Democrat,"I voted against the continuing resolution today.  I am disappointed that rather than using these last few weeks to do their jobs and produce a long-term, bipartisan spending plan, the majority of Congress has decided to once again kick the can down the road. I remain committed to working with the members of both parties to pass a long-term, bipartisan spending plan.  Congress has punted from September to early-December, then to mid-December and now to January. No household would run their family finances three weeks at a time. No business would either.  These manufactured crises are certainly no way to run the government either.  That’s why I supported measures like No Budget No Pay, which would mean Congress wouldn’t be paid if the government is shutdown.  In January, Congress should get serious and pass a long-term, bipartisan deal. That’s overdue. Doing so would mean government agencies and the federal workforce has the assurances needed to make long-term plans, which saves taxpayer money, allows the military to maintain readiness, and prevents Americans from having the government services on which they rely held hostage by partisan politics."
711,RepChrisStewart,Republican,"Any high school student coders out there? If so, make sure you participate in the 2017 Congressional App Challenge! For more information visit: http://www.congressionalappchallenge.us"
712,JohnBoozman,Republican,"I met with U.S. Environmental Protection Agency nominee Oklahoma Attorney General E. Scott Pruitt yesterday. I appreciate his commitment to renew common sense to the agency and ensure the policies created follow the rule of law. I look forward to working with him to ensure the EPA uses a smart, balanced approach to protect our environment."
713,RepFredUpton,Republican,Great to meet w/ Chef Abra Berens of Granor Farms in Three Oaks today to discuss the upcoming Farm Bill and other #ag issues.
714,RepBost,Republican,Here is a column I wrote about getting your feedback that was recently featured in The Southern Illinoisan: http://bit.ly/2mG5HGK
715,RepBarbaraComstock,Republican,"Today we passed H.R. 2842, “The Accelerating Individuals into the Workforce Act,” legislation that links those looking for jobs with employers who have jobs available.  The bill adds additional funding to the Temporary Assistance for Needy Families (TANF) program to help connect low-income Americans looking for work with job openings through apprenticeships and on-the-job training."
716,CongressmanKevinYoder,Republican,Great read from my friend Cathy McMorris Rodgers on what our bill does for people with preexisting conditions.
717,SenatorKamalaHarris,Democrat,"Last night, I had a few thoughts on today’s health care vote that I wanted to share with you all today. Most of all - that I believe it’s these kids and their parents we’re fighting for."
718,stevekingia,Republican,"Including this legislation in the Tax Cuts and Jobs Act is the right action for the American taxpayer—it preserves the rule of law and provides a significant tax savings.  The Center for Immigration Studies (CIS) has estimated that eliminating deductibility for unlawful employment would increase federal tax revenues by approximately $25.4 billion per year, which is $254 billion over 10 years.  This amount more than pays for any increase in the deficit over the limit set by reconciliation."
719,RepBillJohnson,Republican,"I agree with President Trump's decision to declare the opioid crisis a national emergency...because it is one. He has recognized this from before he was elected - he said it many times during his campaign. More federal help is welcome. However, despite today's decision, this is not a problem we as a country are going to be able to arrest, incarcerate, or legislate our way out of. We all have to be in this effort together."
720,CongresswomanRosaDeLauro,Democrat,"Proud to stand with my colleagues to call on Congress to take real action on gun violence prevention. Giving our thoughts and prayers is not enough ... we cannot keep saying ""never again"" we need to act."
721,RepJoshG,Democrat,"Gottheimer Announces Officer Angel Padilla, Hero Who Caught Lone Wolf Terrorist, as Guest to Joint Session of Congress"
722,repjasonsmith,Republican,Enjoyed my time with the American Legion and VFW Post #99 in Salem this morning. I am glad we were able to work together to extend clinic hours at the VA in Salem. Thanks for all you do to take care of our community and our veterans!
723,SenatorRandPaul,Republican,"Continuing his search for the best health care options, Paul met Mon­­day morning with community leaders in Eliza­bethtown to hear their stories and concerns with health care and to make a push for his association health care plan, which would allow Americans to join large groups across state lines for less expensive health insurance."
724,RepMarkWalker,Republican,"Congratulations to the City of Sanford, NC - Government Offices on placing first in the nation for National Night Out! This is a great event to bring together the community."
725,RepDrewFerguson,Republican,American families spend 2.6 billion hours every year filing their individual income tax returns. Another reason we need #TaxReform17.
726,RepLouiseSlaughter,Democrat,"Happy Mother’s Day to everyone celebrating across Rochester and the nation! As a mother of three and grandmother of seven, I know how much these roles have helped shape how I view my responsibilities as a federal legislator. From advocating for affordable health care to fighting for paid family leave and equal pay for equal work, the choices Congress makes day in and day out affects the lives of women, children, and their families. This humbling fact strengthens my resolve to keep working toward a more just world where mothers and all women are valued and respected."
727,CongresswomanClark,Democrat,"Trump's ""trust"" does nothing to ensure he's acting to benefit the American people rather than line his own pockets. The Presidential Conflicts of Interest Act, introduced with U.S. Senator Elizabeth Warren, mandates a qualified blind trust for Presidents and Vice Presidents."
728,RepresentativeDougCollins,Republican,"Today I had the opportunity to discuss the outlook for Obamacare's repeal on Fox News. Georgians have suffered tangibly under Obamacare, and we have a moral imperative to rescue and rebuild our health care system. https://youtu.be/buLqgETtqf4"
729,congressmangkbutterfield,Democrat,"I am saddened to learn of the passing of Mr. Michael Logan.  I extend my heartfelt condolences and prayers to Mr. Logan's family, friends, and the entire NCCU community during this time of bereavement."
730,RepRobWittman,Republican,"I am a strong advocate for pro-growth policies that will help eliminate uncertainty and get investment dollars off the sidelines, creating more jobs for Americans. I believe we must invest in small businesses and provide them with the tools they need to prosper, create jobs and escape the burdensome and unnecessary regulations that hinder growth."
731,RepStephMurphy,Democrat,"My thoughts are with the innocent victims of today’s attack in New York City and their families, as well as with the NYPD officers—“New York’s Finest”—who responded with characteristic courage.  America will never bend or break in the face of evil."
732,reploudermilk,Republican,"Real stories of the terrible impact of Obamacare from our 11th District neighbors.  “At the age of 61, as our health insurance premiums began to skyrocket, I was forced to take on a second job working 20-25 hours a week in addition to helping run our general contracting business. In 2014, health insurance premiums for my husband and I totaled $289 per month. Today, we are being forced to pay $1757 per month, a total of $21,079 for 2017. In just 3 years, our monthly premiums have increased by over 600%. There is no association for the building industry that offers group plans with a more reasonable rate. We had only one viable option in companies to choose from as other companies have opted out of serving our area.   “In 2017, we will pay more in just health insurance premiums than we will pay for the total of all of the other business and personal insurance coverages we carry, including general liability, workers comp, and vehicle insurance for our business, plus personal auto, home, rental property, and two life insurance policies. Even with my second job, I can’t work enough hours to cover the entirety of our current health insurance premiums.” - Becky, Cartersville, GA"
733,SenPatRoberts,Republican,"It was pleasure to visit with Alex Azar, nominee to serve as the next Secretary of the Department of Health and Human Services. (Azar has a Kansas connection, his wife graduated from a Kansas high school, Shawnee Mission South) We discussed ways to improve our rural health care delivery system and the need for greater flexibility for these providers so they can continue providing top notch care as well as the agency’s role in ensuring a safe food supply and basing nutrition policy on sound science."
734,RepDonBacon,Republican,"Thank you to our men and women who serve and sacrifice. We salute you. Thank you, patriots. ������������#ArmedForcesDay"
735,RepJohnLewis,Democrat,"Mr. Speaker, today my heart breaks for the disabled, for women, for seniors, and working families.  My heart aches for those who are living paycheck-to-paycheck.  My heart mourns for innocent, little children whose very life depends on if their families can pay the bills. This is the right and wrong of it.  This is the heart and soul of the matter.   We cannot abandon our principles. Mr. Speaker, we cannot forget our values.    I have fought too hard and too long to back down now.  I will fight any bill that turns the clock back to a darker time.  I will fight every single attempt to turn a deaf ear, a blind eye, and a cold shoulder to the sick, to our seniors, and to working families.  Mr. Speaker, I will fight every day, every hour, every minute, and every second.  I will oppose this bill with every breath and every bone in my body.    We must not give up.  We cannot – I will not -- give in.  Not today, not tomorrow, and never ever.  On this bill, there is only one option – and that option is to vote NO.  You can do better.  Mr. Speaker, you must do better.   Vote no on this bill!"
736,RepDrewFerguson,Republican,ICYMI: I joined Fox Business this afternoon to share why it is so important we create a healthcare system that lowers costs and increases access to care.
737,repmarkpocan,Democrat,Congrats to the Wisconsin Badgers on winning the Orange Bowl! A great season capped off with a great win! #OnWisconsin
738,reptomgraves,Republican,Read more about Mr. Richardson's story in the Daily Citizen-News here:
739,RepMoolenaar,Republican,"On Thanksgiving, we are thankful for the men and women in our military and the first responders here at home who work hard to protect us everyday. This year, I am especially thankful for United States Capitol Police Special Agents David Bailey (pictured below) and Crystal Griner who acted quickly to save the lives of my colleagues at the baseball practice in June. All of our service members and first responders make sacrifices for our country and our communities. Thank you for your service and Happy Thanksgiving!"
740,RepRouzer,Republican,"Please see the graphic below for the latest on Hurricane Irma.  While there is still uncertainty of Irma's track and timing, NOW is the time to be prepared.  Please take the following precautions while preparing for almost certain impacts of Irma:  •Make a kit of emergency supplies for basic survival – including several days worth of food, water, clean air and life-sustaining items such as prescriptions; •Make a plan for what you and your family will do in an emergency – map out your route and don’t forget your pets and livestock; •Board up windows and doors, secure loose items in your yards or bring them inside; •Move your furniture away from doors and windows.  Take photographs of your items should you have to file damage claims after the storm; •Fill your car with gasoline and pull out some cash in case banks and ATMs are temporarily closed; •Have plywood, nails and screws ready to cover windows and protect your home; •Trim trees and shrubs around your home; •Close storm shutters; •Turn off propane; and, •Obey evacuation orders  #HurricaneIrma #Irma #IrmaNC #ncwx"
741,RepMikeThompson,Democrat,"Today, the House unveiled $81 billion in much-needed disaster aid for communities recovering from fires and other natural disasters. I am pleased to see Congress taking this critical step, as our community continues to recover and rebuild from the devastating fires that burned 250,000 acres and destroyed thousands of homes and businesses."
742,CongressmanDavidCicilline,Democrat,"Here is the Providence Journal on my response to President Trump’s decision to end protections for 800,000 #DREAMers"
743,SenatorSherrodBrown,Democrat,"Don’t miss the important news about the Department of Labor’s overtime rule this holiday weekend. While many Ohioans will be barbecuing with family, many more will be working - and they deserve honest pay for the hours they put in.   The Administration did the right thing by moving forward with overtime pay. But we can’t let them leave some workers behind. It’s simple – if you work 50 or 60 hours a week, your paycheck should reflect those extra hours.   President Trump made big promises to Ohio workers on the campaign trail and it’s up to him to deliver. 130,000 Ohio workers were promised a long-overdue raise when this rule was announced and the President needs to keep that promise for ALL 130,000 Ohio workers."
744,SenatorSherrodBrown,Democrat,Personal attacks on journalists are unacceptable.
745,SenLisaMurkowski,Republican,"Congratulations to Robb Kulin of Anchorage on joining NASA’s 2017 class of astronaut candidates. He is 1 of 12 selected candidates out of over 18,300 applications – a truly tremendous accomplishment."
746,RepBost,Republican,"U.S. Department of Health and Human Services just released a new report that shows the rising cost of premiums since Obamacare's taxes, regulations, and mandates went into place in 2013.   In Illinois, individual market premiums have increased by 108% since that time. In other words, premiums have more than doubled. Read the entire report here: https://go.usa.gov/xN9Ru"
747,RepNewhouse,Republican,"My staff is hosting Mobile Office Hours in Ritzville today from 11AM – 2PM at Ritzville City Hall, 216 East Main Avenue. This is an opportunity to receive assistance with a federal agency with my staff face-to-face – no appointment required. Mobile Office Hours occur every month, so make sure to check out my website here for upcoming dates and locations: https://newhouse.house.gov/contact/2014-mobile-office-hours"
748,RepTulsiGabbard,Democrat,"Read Rep. Tulsi Gabbard's latest e-newsletter for updates on her upcoming taxes telephone townhall on December 5, net neutrality, legislation to overhaul broken sexual harassment policies in Congress, Puerto Rico, and more.    To subscribe to future email updates from Tulsi, click here: gabbard.house.gov/connect/get-updates"
749,RepresentativeSteveKnight,Republican,"Yesterday I had a productive meeting and conversation with Santa Clarita resident Sandra Cattell about a myriad of topics, from the Affordable Care Act to environmental issues."
750,RepDeSantis,Republican,"Honored to receive the Friend of the Farm Bureau Award from the Florida Farm Bureau Federation for my work on behalf of farmers across our great state! Thank you to Jeb Smith, St. Johns County Commissioner and State Director for Florida Farm Bureau; David Register, Volusia Farm Bureau President; and Chris Barnes of Barnes Farms for meeting with me to discuss the state of agriculture in Florida."
751,reppaultonko,Democrat,"BREAKING: Senate vote on #GrahamCassidy has been cancelled.  Republican leaders in Washington have now tried FIVE TIMES to rip healthcare access from millions of Americans. And five times you have raised your voices to say NO.   Your calls, emails, letters and posts on social media saved healthcare for millions of our family members, friends and loved ones. Again.   Your voice matters. Thank you for speaking up!"
752,lloyddoggett,Democrat,"This week House Republicans voted to reject a resolution I offered that would end the cover-up of Trump’s tax returns. It follows three amendments to obtain the returns that I offered before the Ways and Means Committee, each of which was rejected along party lines.  You can watch my speech on the floor of the House here: https://www.youtube.com/watch?v=P1nzDIXtx2s&feature=youtu.be  or read about the effort below."
753,CongressmanBillFoster,Democrat,This order will destabilize our health care system and subject Americans to hollow plans with less coverage. It's time the President work with Congress to strengthen the Affordable Care Act so that we can improve health care for everyone.
754,senatortoomey,Republican,"Will soon be joining Bloomberg Television to discuss how #TaxReform will make American businesses competitive again, while putting more money in American workers’ pockets."
755,Rep.Grijalva,Democrat,I Stand With Immigrants.
756,CongressmanJodyHice,Republican,Great meeting with U.S. Ambassador to the UN Nikki Haley this morning to discuss the importance of U.S. global engagement. #MeetTheCabinet
757,RepAmiBera,Democrat,"Need help? My staff will be at the Southgate library on Tuesday from 10 AM to noon to help local folks with backlogged veterans’ benefits, Social Security and Medicare issues, and more. Learn more & RSVP: http://bera.house.gov/upcomingevents#march"
758,RepresentativeMarcyKaptur,Democrat,"The Senate GOP’s tax proposal might be worse than the House version. Same story, different day as it takes money from workers and the middle-class so that wealthier Americans can get a cut."
759,RepMoBrooks,Republican,"On this Thanksgiving Day, let us give thanks to God for the many blessings in our lives. Wishing you and your family a happy and safe Thanksgiving!"
760,RepSmucker,Republican,"Today was Griffin's last day as an intern in my Washington office. He's a native of Manheim Township and will be a junior at West Point - The U.S. Military Academy where he plays lacrosse. I'm thankful for his service to our nation, and for his help to my office!"
761,SenatorMikeRounds,Republican,Best of luck to the 200th Engineer Company during their nine month deployment to the Middle East. We look forward to your safe return.
762,NancyPelosi,Democrat,There’s a saying in the intelligence community: “Loose lips can sink ships.” #PelosiTownHall
763,CongressmanTedDeutch,Democrat,"We cannot sit by when the barbaric leader of a country gases his own people. These images are so hard to look at, but that’s all the more reason that we cannot turn a blind eye to Assad’s brutality. His inhumanity has led to hundreds of thousands of deaths, millions of displaced refugees, and far too many tragedies.  These photos show the real people in Syria who have already suffered so much and will continue to suffer even more atrocities if the U.S. allows Russia to continue to enable Assad. There is no excuse for inaction by the international community. Rep. Ileana Ros-Lehtinen and I urged Ambassador Nikki Haley to continue to push for strong action at the UN.  You can read our letter here: http://bit.ly/2nIKNDo."
764,darrellissa,Republican,"Looking forward to a great week at home in the district this week, jam-packed with meetings with constituents, events out in the community, listening sessions and roundtables and more! Can't wait to see everyone!"
765,SenDanSullivan,Republican,I had the honor of giving the Memorial Day address at the Alaska Veterans Memorial in Anchorage today where hundreds of patriotic Alaskans showed up to remember those who have sacrificed their lives for us. I was also able to attend the very moving ceremony at Fort Richardson National Cemetery. Wishing all Alaskans a peaceful Memorial Day and let's all remember to say a prayer for the families of our fallen. Never forget.
766,senatormikelee,Republican,I will be joining this event soon to discuss the impact national monuments have on local communities:
767,SenatorRichardBurr,Republican,"My prayers are with the families of the fifteen Marines and one Navy corpsman who lost their lives in yesterday’s accident in Mississippi. Sadly, we fear that seven of these individuals hailed from Camp Lejeune. Every day, our bravest men and women put their lives on the line to ensure our freedoms. I’m heartbroken that this tragic event has happened."
768,RepEsty,Democrat,"Joined Lean In DC earlier tonight for a panel discussion on #EqualPayDay. Great talking with these inspiring young women about the importance of finding good mentors, advocating for yourself, and believing in your own worth."
769,SenLisaMurkowski,Republican,"The 10th Annual Alaska Snow Safety Summit took place in Anchorage this week, hosted by the Alaska Avalanche Information Center. The Summit brings together a diverse group of stakeholders in avalanche safety. I am grateful for their commitment to keeping Alaskans safe as we get out and enjoy the outdoors and I am wishing you all a safe and white winter!"
770,Representative.Martha.Roby,Republican,"I'm pleased to report that yesterday President Trump signed the Veterans Choice Act to extend the VA's Choice program and allow veterans to have more access to private care.  This legislation is a strong step forward in making improvements to the VA. It ensures that those who depend on VA health care can access outside providers when wait times are too long or VA facilities are too far away.   While we still have a long way to go in improving the VA, extending the Choice program was the right decision and a necessary step. I'm glad we have a President who is working with Congress to reform the VA rather than standing in our way."
771,janschakowsky,Democrat,"On the eve of a Presidential Inauguration that has many Americans feeling frightened and divided, it is helpful and inspiring to turn our thoughts to Dr. Martin Luther King, Jr.  Dr. King, through his actions and words, taught us that great social and civil change can come only through the hard work and determination of individuals. With his example, he demonstrated that it is up to all of us to bend the arc of the moral universe toward justice. Whether we focus our efforts on ending the injustice in our healthcare system, which Dr. King called the “most shocking and inhumane” of all the forms of inequality, or on righting any of the many other wrongs that plague or society, let us aspire to be as peaceful, strong-willed, determined and successful as Martin Luther King, Jr. urged us to be.  ""Human progress never rolls in on the wheels of inevitability; it comes through the tireless efforts of men…We must use time creatively, in the knowledge that the time is always ripe to do right."" – Martin Luther King, Jr."
772,SenDuckworth,Democrat,"It was great speaking with members of the Illinois Building and Construction Trades today. They’re in D.C. to talk about improving our state’s infrastructure, which would create good-paying, union jobs."
773,RepLouCorrea,Democrat,DHS admitted that Juan Manuel Montes's DACA status did not expire in 2015. He was protected and they still deported him. Let this DREAMer go home.
774,Rep.PeteOlson,Republican,Excited to launch the #MoldovaCaucus w/ Congressman David Price to strengthen US/Moldova relations! → http://bit.ly/2tR15yx
775,SenatorMarcoRubio,Republican,"The secretary of the VA currently does not have the authority he needs to remove, demote, or to suspend employees who are unwilling or unable to do their jobs, or employees engaged in misconduct or illegal activity. That's what the bill I introduced aims to fix, and I was honored to testify today before the Senate Veterans Affairs' Committee in support of it."
776,reppaulmitchell,Republican,This afternoon I voted to protect small and midsize businesses from overreaching regulations as they try to compete for federal contracts.
777,RepStevePearce,Republican,"I was present this morning when the tragic events unfolded at GOP baseball practice, but am alright. Praying for those shot."
778,RepBillJohnson,Republican,"I applaud President Trump’s nomination of Judge Neil Gorsuch to the United States Supreme Court. Judge Gorsuch has an excellent constitutional background, and was confirmed without any opposition to a seat on the Tenth Circuit Court of Appeals in 2006. Few judges in the United States are as qualified as Judge Gorsuch to serve on the Supreme Court and occupy the seat once held by Justice Scalia. I hope the Senate quickly approves this nomination."
779,madeleine.bordallo,Democrat,"I congratulate former Guam resident Michelle Lee on being honored as a Beacon of Democracy by APIAVote. Through her work at The Washington Post, Michelle has embodied the importance of a free and independent press and has been instrumental to keeping government and elected officials accountable and the American public informed. She is a wonderful ambassador for Guam, and I know that we can expect to hear of many more of her successes in the future."
780,CongressmanJimHimes,Democrat,"Part one of the CNN interview with Wolf Blitzer talking about national Security Adviser Flynn and Russia.  Obviously we need to look at this much, much more carefully."
781,SenatorLutherStrange,Republican,Another cool video by This is Alabama about the amazing ships  #MadeInAlabama by Austal USA.
