username,text
BernieSanders,"We must build on our common humanity and do everything that we can to oppose all of the forces, whether unaccountable government power or unaccountable corporate power, who try to divide us up and set us against each other."
BernieSanders,"Today we remember those we've lost to unsafe working conditions, and recommit to creating safe workplaces and empowering unions. #IWMD16"
BernieSanders,"Congress has got to take on Trump and the fossil fuel industry so we can transform our energy system away from fossil fuels and towards sustainable, efficient energies like solar and wind."
BernieSanders,Let's make 2016 a year that people for hundreds of years will remember as the year we transformed America.
BernieSanders,"I am very excited to announce that I’ll be returning home to Brooklyn, where I spent the first 19 years of my life, for the first rally of our campaign this Saturday, March 2nd. RSVP here to join us as we kick off our nationwide movement:"
BernieSanders,"I applaud the work @ChismVargas has done as an activist to stand up to corruption, make housing a right and fight for racial justice. Des Moines residents can make a difference on Tuesday by electing her to City Council for Ward 4."
realDonaldTrump,Just arrived in West Virginia for a MAKE AMERICA GREAT AGAIN rally in Huntington at 7:00pmE. Massive crowd expected - tune in! #MAGA
BernieSanders,"Fifth #GOPDebate is over. Like the first, not one word about income inequality, climate change, or racial justice. The Rs are out of touch."
realDonaldTrump,"The Stock Market hit another Record High yesterday, number 133 in less than three years as your all time favorite President, and the Radical Left, Do Nothing Democrats, want to impeach me. Don’t worry, I have done nothing wrong. Actually, they have!"
BernieSanders,"Instead of draining the swamp, Trump is filling it up with the same old Wall Street insiders, whose greed nearly destroyed our economy."
BernieSanders,We should recognize DREAMers for who they are – American kids who deserve the right to legally be in the country they know as home.
realDonaldTrump,"Tainted (no, very dishonest?) FBI “agent’s role in Clinton probe under review.” Led Clinton Email probe. @foxandfriends Clinton money going to wife of another FBI agent in charge."
BernieSanders,"It is not acceptable that so many young people have criminal records for smoking marijuana, while the CEOs of banks do not."
realDonaldTrump,"The Federal Reserve should get our interest rates down to ZERO, or less, and we should then start to refinance our debt. INTEREST COST COULD BE BROUGHT WAY DOWN, while at the same time substantially lengthening the term. We have the great currency, power, and balance sheet....."
BernieSanders,I do not receive millions of dollars from Big Pharma and I do not give speeches for hundreds of thousands of dollars to Wall Street.
realDonaldTrump,"14 days for $28 MILLION - $2 MILLION a day, No Collusion. A great day for America!"
realDonaldTrump,"Imagine how much wasteful spending we’d save if we didn’t have Chuck and Nancy standing in our way! For years, Democrats in Congress have depleted our military and busted our budgets on needless spending, and to what end? No more."
BernieSanders,The United States remains the only major country on Earth that doesn’t guarantee health care to all people. It's a national embarrassment.
realDonaldTrump,""
realDonaldTrump,"After Turkey call I will be heading over to Trump National Golf Club, Jupiter, to play golf (quickly) with Tiger Woods and Dustin Johnson. Then back to Mar-a-Lago for talks on bringing even more jobs and companies back to the USA!"
BernieSanders,"We know that """"""""tough on crime"""""""" policies have failed. Millions of lives have been destroyed and we now live in the most incarcerated nation."
realDonaldTrump,Very low ratings for the Democratic Debate last night — they’re desperate for Trump!
realDonaldTrump,They will never do it!
BernieSanders,The way we beat Trump is with the highest turnout in history. That means bringing in people who have given up on the political process. That means turning out young people. That is what our campaign did in Iowa and that is how we will defeat Trump in November. #DemDebate
BernieSanders,"Pete D’Alessandro grew up in a union household and he has spent his life fighting for people. Now, we need him in Congress."
BernieSanders,"Mis profundas condolencias a la familia Chávez ante el fallecimiento de Helen Chávez, gran líder y defensora de los trabajadores del campo."
realDonaldTrump,"Russia Dossier reporter now doubts dopey Christopher Steele’s claims! “When you get into the details of the Steele Dossier, the specific allegations, we have not seen the evidence to support them. There’s good grounds to think that some of the more sensational allegations....."
realDonaldTrump,"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...” @SecretaryAcosta @USDOL"
BernieSanders,We're relying on more than 1.5 million contributions at $30 a piece. Join our movement: http://bernie.to/contribute-2016
realDonaldTrump,Thank you!
BernieSanders,".@christine4world is a trailblazer who has been on a mission to expand the use of sustainable energy. I was proud to work with her in Vermont, I was proud to support her gubernatorial campaign in 2018, and I’m very proud to have her support in this race."
BernieSanders,"Trump must act now. Not only are the lives of the heroes and heroines providing medical care on the line, the lives of millions across the rest of the country are on the line as well. If our medical front line goes down, the whole country is at risk."
realDonaldTrump,Great meeting on Capitol Hill with the @SenateGOP!
realDonaldTrump,I have long heard that the most important decision a U.S. President can make is the selection of a Supreme Court Justice - Will be announced tonight at 9:00 P.M.
realDonaldTrump,""
BernieSanders,Our condolences go out to the family of Heather Heyer who was killed by a terrorist as she protested Neo-Nazism and white supremacy.
realDonaldTrump,""
BernieSanders,How dare Trump express concerns about African Americans when his birther efforts attempted to delegitimize @POTUS. What a hypocrite!
BernieSanders,"If you look at which candidate has the ideas to protect working families, the answer is clear: @HillaryClinton"
BernieSanders,Real change happens when tens of millions of people say “enough is enough” and become engaged in the fight for justice.
BernieSanders,There is something profoundly wrong when the top one-tenth of one percent owns almost as much wealth than the bottom 90 percent.
realDonaldTrump,"....which he actually has a military and legal obligation to do. His incredible wife, Karen, who I have a lot of respect for, once pulled me aside & said strongly that “John respects you greatly. When we are no longer here, he will only speak well of you.” Wrong!"
BernieSanders,"Everyone, regardless of sexuality or gender identity, must be guaranteed equal protection under the law. The Supreme Court must protect those rights, and we must end discrimination in all its forms."
realDonaldTrump,"Tate Reeves will be a great Governor of Mississippi, and what an electric Rally last night. Vote for Tate on Tuesday!"
BernieSanders,"""""""""We want a justice system that doesn’t gun down Black folks in their houses. We are going to clean up this criminal injustice system.” -@ninaturner #BerniesBack https://www.pscp.tv/w/1OdKrLbROLYJX"
realDonaldTrump,....THE UNITED STATES IS OPEN FOR BUSINESS!
realDonaldTrump,On my way to the Great Commonwealth of Kentucky to deliver remarks at the @AMVETSHQ 75th Annual National Convention. Look forward to being with all of my friends! #AMVETS75th
realDonaldTrump,CHINESE VIRUS FACT CHECK
BernieSanders,"I am honored to be endorsed by @WTUteacher. In our administration, unions like @AFTunion will see a vast expansion of collective bargaining rights and workers' power. Together, we will double union membership nationwide and end """"""""right to work for less"""""""" laws."
realDonaldTrump,"The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flying to North Korea. Fake News, so bad!"
realDonaldTrump,"All Republicans support people with pre-existing conditions, and if they don’t, they will after I speak to them. I am in total support. Also, Democrats will destroy your Medicare, and I will keep it healthy and well!"
realDonaldTrump,"....monsters, the United States stands ready, willing & able to get involved and do the job quickly and effectively. The great new President of Mexico has made this a big issue, but the cartels have become so large and powerful that you sometimes need an army to defeat an army!"
BernieSanders,"Thank you @BetoORourke for running a campaign to bring millions of people together, fight for justice for all and end gun violence in America. We are grateful for your leadership."
BernieSanders,"President Trump vowed to force drug companies to significantly lower the price they charge for prescription drugs. But in the first seven months of 2018, for every one drug that had its price reduced, 96 other drugs had price hikes."
BernieSanders,"With a week until the New York primary, I need your help to win this election and reclaim our democracy. http://BernieSanders.com/Organize"
realDonaldTrump,Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand injured or unaccounted for. We are praying for recovery and healing. America is with you!
realDonaldTrump,"“The lowest average jobs number for any President since 1951, 4.1%. Economy doing great. If the Democrats win, it is all over.” @Varneyco @foxandfriends I agree!"
realDonaldTrump,"...lottery, continues deadly catch-and-release, and bars enforcement even for FUTURE illegal immigrants. Voting for this amendment would be a vote AGAINST law enforcement, and a vote FOR open borders. If Dems are actually serious about DACA, they should support the Grassley bill!"
BernieSanders,"For many Republicans leaders, """"""""democracy"""""""" means billionaires buying elections and poor and working people being disenfranchised."
realDonaldTrump,"A massive 200 Billion Dollar Sea Wall, built around New York to protect it from rare storms, is a costly, foolish & environmentally unfriendly idea that, when needed, probably won’t work anyway. It will also look terrible. Sorry, you’ll just have to get your mops & buckets ready!"
realDonaldTrump,"The Chinese Envoy, who just returned from North Korea, seems to have had no impact on Little Rocket Man. Hard to believe his people, and the military, put up with living in such horrible conditions. Russia and China condemned the launch."
BernieSanders,We must demand that the United States join the rest of the industrialized world and guarantee health care and education to all as a right.
BernieSanders,"The @CWAUnion is exactly right. This merger will lead to higher costs, worse service, and lost jobs. If the great trust buster Teddy Roosevelt were alive today, I know what he’d say: break them up."
BernieSanders,Donald Trump can’t win an election based on his ideas so he has to suppress the vote to win. What a coward.
realDonaldTrump,"I am a great friend and admirer of the Queen & the United Kingdom. It was reported that Harry and Meghan, who left the Kingdom, would reside permanently in Canada. Now they have left Canada for the U.S. however, the U.S. will not pay for their security protection. They must pay!"
realDonaldTrump,"Early voting in Louisiana for a man who will be a Great Governor, @EddieRispone, on Saturday, November 2nd. He will get your Auto Insurance and Taxes way down. He will protect your Military, Vets, Second Amendment and Energy...."
realDonaldTrump,"...have shown conclusively that there was no Collusion with Russia..just excuse for losing. The only Collusion was that done by the DNC, the Democrats and Crooked Hillary. The writer of the story, Maggie Haberman, a Hillary flunky, knows nothing about me and is not given access."
BernieSanders,I don’t believe it is a radical idea to say that someone who works 40 hours a week should not be living in poverty. https://cards.twitter.com/cards/18ce53yz7k6/16vpz
BernieSanders,"""""""""Get in on the love train. That’s what Bernie Sanders’ campaign is.” - @CornelWest"
BernieSanders,We have some bad news for Donald. Not only is he not going to be president but he is going to start paying his fair share of taxes.
realDonaldTrump,"On my way to the #ArmyNavyGame in Philadelphia, Pennsylvania!"
BernieSanders,"We must once again make our country the leader in the fight for economic and social justice, for environmental sanity and for peace."
realDonaldTrump,THANK YOU! #MAGA #KAG
BernieSanders,Trump says he has a “natural ability” to handle a viral outbreak. That's outrageous. Our administration will listen to scientists. Live in Detroit for a roundtable with public health leaders on coronavirus and what we must do to address it:
BernieSanders,"Republicans love to talk about """"""""family values.” Do they care that we have the highest rate of childhood poverty of any major country?"
realDonaldTrump,"“Mueller has spoken. He found No Collusion between the Trump Campaign and the Russians. The bottom line is what the Democrat House is doing is trying to destroy the Trump Presidency (which has been a tremendous success), and I can assure you that we’re done with the Mueller......"
BernieSanders,"Whether it's Wall Street, the drug companies or the military-industrial complex, there is no candidate out there that has stood up to the powers that be more than I have."
realDonaldTrump,"“Democrats don’t like the results of the Mueller Report, so now they’re trying everything else.” @RepDougCollins They should stop wasting time and money and get back to real legislating, especially on the Border!"
realDonaldTrump,https://twitter.com/DeptofDefense/status/1208186990400692224
realDonaldTrump,""
BernieSanders,"If young people vote in this election, they will transform America."
BernieSanders,Dr. Valerie Peterson @LavenderH2O has experienced firsthand the effects of extreme abortion bans like those in Alabama and Missouri. These bans are about one thing: controlling women's bodies.
BernieSanders,It’s important we not succumb to bigotry. We are fighting a terrorist organization killing innocent people. We are not fighting a religion.
BernieSanders,"If you want real change in health care, you have to take on the insurance companies and their greed. You have to take on the drug companies and their corruption. There is no other way around it. #DemDebate"
realDonaldTrump,Great working luncheon with U.S. and Japanese Delegations this afternoon!
realDonaldTrump,"Do you believe this? The New York Times Op-Ed: MEDIA AND DEMOCRATS OWE TRUMP AN APOLOGY. Well, they got that one right!"
BernieSanders,Making health care a right. A living wage for all. Reproductive rights. Immigration reform. Criminal justice reform. Addressing climate change. Making higher education tuition-free. These are not radical ideas—they are what the American people want.
realDonaldTrump,Republican Senators are overthinking tomorrow’s vote on National Emergency. It is very simply Border Security/No Crime - Should not be thought of any other way. We have a MAJOR NATIONAL EMERGENCY at our Border and the People of our Country know it very well!
BernieSanders,"While scientists tell us climate change is the great threat facing our planet, Trump thinks it is a """"""""hoax."""""""" Trump's ignorance threatens the lives and well-being of our kids and future generations. He must be defeated. We must transform our energy system away from fossil fuels."
realDonaldTrump,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS
BernieSanders,We’re proud and honored to have International Brotherhood of Electrical Workers Local Union 357's support in Nevada.
BernieSanders,"To Republican officials in Georgia and Wisconsin who are too cowardly to engage in free and fair elections, I say: get out of politics and get another job."
realDonaldTrump,"....and then helped to fund them...And zero progress was made on curbing those activities, until Trump droned Soleimani...Plainly, Trump is not a warmonger. He’s a deal maker & his record is that of someone who uses our military might as a deterrent, unleashes it with...."
realDonaldTrump,Congratulations to my good friend Prime Minister @AbeShinzo on his HUGE election victory in Japan. I’m looking forward to many more years of working together. See you in New York next week!
realDonaldTrump,"So interesting that bad lawyer Michael Cohen, who sadly will not be testifying before Congress, is using the lawyer of Crooked Hillary Clinton to represent him - Gee, how did that happen? Remember July 4th weekend when Crooked went before FBI & wasn’t sworn in, no tape, nothing?"
realDonaldTrump,"THANK YOU, WORKING HARD!"
realDonaldTrump,The Democrat memo response on government surveillance abuses is a total political and legal BUST. Just confirms all of the terrible things that were done. SO ILLEGAL!
BernieSanders,"Join us in the fight to save #HahnemannHospital, pass Medicare For All and end corporate greed!"
BernieSanders,We need more jobs and education. Not more jails and incarceration.
realDonaldTrump,Happy Birthday Sean!
BernieSanders,"I will not support any spending bills as long as Trump and Republican leadership refuse to address the crisis they precipitated when they took away the legal status of 800,000 Dreamers."
realDonaldTrump,Nice!
realDonaldTrump,"“Record 157,005,000 Employed; 19th Record of Trump Era”"
realDonaldTrump,Fake News!!
BernieSanders,"If Wall Street does not end their greed, we will end it for them."
BernieSanders,Virtually every poll taken in the last two months has me doing better against Trump than Hillary Clinton.
realDonaldTrump,""
BernieSanders,"Tomorrow: join @janeosanders, @NaomiAKlein, @kendrick38, and @lascafeteras for a rally in Iowa City! RSVP here and find more information: https://events.berniesanders.com/event/214328"
BernieSanders,"We are going to tear down the fences that prevent our kids from getting an equal, quality education, and create an education system that works for all of our people."
BernieSanders,"Content Warning: abuse, suicide. The truth is that mental health issues are a major crisis, which is why we need Medicare for All to provide comprehensive coverage to all Americans."
realDonaldTrump,Our great Economy is the talk of everyone!
realDonaldTrump,"A vote for Claire McCaskill is a vote for Schumer, Pelosi, Waters, and their socialist agenda. Claire voted IN FAVOR of deadly Sanctuary Cities - she would rather protect criminal aliens than American citizens, which is why she needs to be voted out of office. Vote @HawleyMO!"
realDonaldTrump,"The Dow just broke 24,000 for the first time (another all-time Record). If the Dems had won the Presidential Election, the Market would be down 50% from these levels and Consumer Confidence, which is also at an all-time high, would be “low and glum!”"
BernieSanders,Let's get big money out of politics. #NHDPJJ
BernieSanders,No billionaires. No wine caves. No super PAC. Just a million grassroots donors like you. That’s what this campaign has been about since day one. Help us across the finish line of our 5 million donation goal:
BernieSanders,¿Alguna vez se ha encontrado en una situación en la que necesitaba atención médica pero no pudo pagarla? No esta solo. Esta es una de las razones por las que necesitamos Medicare para todos.
BernieSanders,Our trade deals have been written by corporate CEOs to benefit corporate CEOs—at the expense of regular citizens.
realDonaldTrump,While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close. Sad!
BernieSanders,I think Governor Snyder should do the right thing and resign. There are no excuses.
realDonaldTrump,"Right now, everybody is saying what a great job we are doing with Hurricane Florence – and they are 100% correct. But don’t be fooled, at some point in the near future the Democrats will start ranting..."
realDonaldTrump,"Thank you, our great honor!"
realDonaldTrump,God bless the people of Mexico City. We are with you and will be there for you.
BernieSanders,Donald J. Trump: The worst candidate for president in the modern history of the United States.
BernieSanders,"This appalling footage is difficult to watch, but it is an all-too-common reality in black communities. This conduct from police is completely unacceptable and shows why it is imperative that we bring about major police department reform."
BernieSanders,This is a positive step forward in these negotiations. Our movement continues to stand with the thousands of @UAW members who are still walking picket lines across the country.
BernieSanders,"My administration will reflect the diversity of America, and we will have the guts to take on the powerful special interests standing in the way of progress. #DemDebate2"
realDonaldTrump,"As the Shutdown was going on, Nancy Pelosi asked me to give the State of the Union Address. I agreed. She then changed her mind because of the Shutdown, suggesting a later date. This is her prerogative - I will do the Address when the Shutdown is over. I am not looking for an...."
realDonaldTrump,"Just remember, the Iranians never won a war, but never lost a negotiation!"
BernieSanders,I led opposition to the War in Iraq. Joe Biden voted for it. We need to end our endless wars. #DemDebate
BernieSanders,This is America. You should not go bankrupt because you're diagnosed with a serious illness.
realDonaldTrump,Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!
BernieSanders,"If elected president, I promise to have an F rating from the NRA."
realDonaldTrump,"1600 Pennsylvania Avenue, the White House, is the place I have come to love and will stay for, hopefully, another 5 years as we MAKE AMERICA GREAT AGAIN, but my family and I will be making Palm Beach, Florida, our Permanent Residence. I cherish New York, and the people of....."
BernieSanders,We appear to have a president who may have used funds designed to protect the security of the United States as a means to gain political dirt on an opponent. We need to begin the impeachment process immediately.
BernieSanders,"Access to the internet is a necessity in today's economy, and it should be available for all. It must be treated as the new electricity."
realDonaldTrump,"The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. His exoneration is a complete travesty of justice. BUILD THE WALL!"
BernieSanders,A grassroots movement by the numbers: Nearly 2 million donors More than 5.7 million contributions Average contribution: $27
realDonaldTrump,"Congratulations to a truly great football team, the Clemson Tigers, on an incredible win last night against a powerful Alabama team. A big win also for the Great State of South Carolina. Look forward to seeing the team, and their brilliant coach, for the second time at the W.H."
realDonaldTrump,"The HISTORIC Rescissions Package we’ve proposed would cut $15,000,000,000 in Wasteful Spending! We are getting our government back on track."
BernieSanders,"Our response to Mr. Trump's inauguration has to be to fight back for economic, social, environmental & racial justice. We're not giving up!"
realDonaldTrump,I will Chair the United Nations Security Council meeting on Iran next week!
realDonaldTrump,".....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which, by the way and despite the phony and never ending Witch Hunt, are the best numbers WE have ever had. They reported Fake numbers that they made up & don’t even exist. WE WILL WIN AGAIN!"
realDonaldTrump,""
BernieSanders,Want to help amplify Bernie's message with other supporters using social media? Join Connect: https://connect.berniesanders.com #DebateWithBernie
realDonaldTrump,"“The vindication belongs to the President for firing James Comey. It was clearly the right thing to do. You don’t want an FBI Director with Jim Comey’s ethics.” Jason Riley, Wall Street Journal"
realDonaldTrump,“Congressman Van Drew (D-NJ) SLAMS Democrats for ‘fracturing the Nation’ with Impeachment probe. ‘We already know how it’s going to end.” @FoxNews
BernieSanders,"It is crazy that we have veterans sleeping out on the streets, who risked their lives to defend us."
BernieSanders,"“Senator Sanders recognizes that we need a movement that is not simply great policies that are going to get us to the society we want, but rather we need to build up a movement.” -@DarrickHamilton"
realDonaldTrump,When I took the Oath of Office....
BernieSanders,The Democratic Party will not become a vibrant and successful 50 state party until it opens its doors widely to the working people and young people of our country. I am extremely pleased that the Unity Reform Commission has begun that process.
realDonaldTrump,"Many Gang Members and some very bad people are mixed into the Caravan heading to our Southern Border. Please go back, you will not be admitted into the United States unless you go through the legal process. This is an invasion of our Country and our Military is waiting for you!"
BernieSanders,Farm and domestic workers in California are being forced to choose between their health and their paychecks. That's completely unacceptable. We need a Green New Deal to protect our most vulnerable.
realDonaldTrump,"....We had Repeal & Replace done (and the saving to our country of one trillion dollars) except for one person, but it is getting done anyway. Individual Mandate is gone and great, less expensive plans will be announced this month. Drug prices coming down & Right to Try!"
BernieSanders,"Thanks to the @fightfor15 movement, millions of low-wage workers across the country will see wage increases in 2019. We must raise the federal minimum wage to $15 an hour."
realDonaldTrump,"Would be very hard for Jeremy Corbyn, the leader of Britain’s Labour Party, to seek a no-confidence vote against New Prime Minister Boris Johnson, especially in light of the fact that Boris is exactly what the U.K. has been looking for, & will prove to be “a great one!” Love U.K."
realDonaldTrump,"Looking forward to soon being in North Carolina to hold a big rally for wonderful Dan Bishop, who is running for Congress. His opponent wants Open Borders, Sanctuary Cities, and Socialism. He likes the “Squad” more than North Carolina. Dan has my Full and Complete Endorsement!"
realDonaldTrump,"....No matter where you may be, I encourage you to turn towards prayer in an act of faith. Together, we will easily PREVAIL!"
realDonaldTrump,".@EdWGillespie will totally turn around the high crime and poor economic performance of VA. MS-13 and crime will be gone. Vote today, ASAP!"
realDonaldTrump,Maduro willing to negotiate with opposition in Venezuela following U.S. sanctions and the cutting off of oil revenues. Guaido is being targeted by Venezuelan Supreme Court. Massive protest expected today. Americans should not travel to Venezuela until further notice.
realDonaldTrump,"Great solidarity for our National Anthem and for our Country. Standing with locked arms is good, kneeling is not acceptable. Bad ratings!"
BernieSanders,"""""""""democracy is essentially a pro-active citizenry demanding public servants represent just causes."""""""" -@MrDannyGlover"
realDonaldTrump,"Kevin Stitt ran a great winning campaign against a very tough opponent in Oklahoma. Kevin is a very successful businessman who will be a fantastic Governor. He is strong on Crime & Borders, the 2nd Amendment, & loves our Military & Vets. He has my complete and total Endorsement!"
realDonaldTrump,....the Secretary of the Treasury and the Secretary of Labor to issue regulations that will provide flexibility so that in no way will Small Businesses be hurt. I encourage all Republicans and Democrats to come together and VOTE YES! I will always put....
BernieSanders,Are you ready for a radical statement? When elected president I will not reappoint Betsy DeVos as Education Secretary.
realDonaldTrump,“USMCA Wins Praise as a Victory for American Industries and Workers” http://45.wh.gov/USMCA
realDonaldTrump,See you tomorrow! #CHAMPS
BernieSanders,Rev. Joseph Lowery was a titan of civil rights. He leaves behind an incredible legacy of fighting for justice that we must carry forward every day. Our thoughts are with the Lowery family.
BernieSanders,Amendment 4 represents a potential civil rights triumph: It could enfranchise more people at once than any single initiative since women’s suffrage. It's on the ballot this November and would restore the voting rights of nearly 1.5 million Floridians.
BernieSanders,Thank you to the hundreds of people who showed up tonight in Rutland ready and eager to fight for progressive change with the many incredible candidates from up and down the ballot in Vermont. Let's win this November!
realDonaldTrump,"Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low & companies are coming back to U.S."
realDonaldTrump,"“The Mueller Report is perhaps the single most humiliating thing that has ever happened to the White House Press in the history of this Country. They know they lied...Many reporters lied about Russia Collusion and so much more. Clapper & Brennan, all lies” @TuckerCarlson"
BernieSanders,The question we face as a nation: Will we continue to allow private health insurance companies to profit off of human suffering? Or will we end that disgrace and make health care a right through Medicare for All?
BernieSanders,"""""""""I came to medical school to help people, not bankrupt them."""""""""
realDonaldTrump,"For all of the money we are spending, NASA should NOT be talking about going to the Moon - We did that 50 years ago. They should be focused on the much bigger things we are doing, including Mars (of which the Moon is a part), Defense and Science!"
realDonaldTrump,"....The reason for this is that the Do Nothing Democrats, using disinformation Hoax number 7, don’t want Bernie Sanders to get the Democrat Nomination, and they figure this would be very bad for his chances. It’s all rigged, again, against Crazy Bernie Sanders!"
BernieSanders,"These are frightening and unprecedented times. We have a president who is not only a pathological liar, but someone who is trying to win votes by dividing our nation up based on the color of our skin, our country of origin, our religion, our gender or our sexual orientation."
realDonaldTrump,"Now that wasn’t very nice, was it?"
realDonaldTrump,"THANK YOU HOUSTON, TEXAS. Get out and http://Vote.GOP! #JobsNotMobs https://instagram.com/p/BpQdWulAVWv/"
realDonaldTrump,"Matt Rosendale will be a Great Senator from a Great State, Montana! He is a fighter who will be tough on Crime and the Border, fight hard for our 2nd Amendment and loves our Military and our Vets. He has my full and complete Endorsement!"
realDonaldTrump,"The Democrats OBSTRUCTION of the desperately needed Wall, where they almost all recently agreed it should be built, is exceeded only by their OBSTRUCTION of 350 great people wanting & expecting to come into Government after being delayed for more than two years, a U.S. record!"
realDonaldTrump,A big risk of major flooding in large parts of Louisiana and all across the Gulf Coast. Please be very careful!
BernieSanders,"More than one-third of our senior citizens rely on Social Security for virtually all of their income. We must expand benefits, not cut them."
realDonaldTrump,"The Do Nothing Democrats just keep repeating and repeating, over and over again, the same old “stuff” on the Impeachment Hoax. They want to use up ALL of their time, even though it is the wrong thing to do. They ought to go back to work for our great American people!"
realDonaldTrump,"If the totally Corrupt Media was less corrupt, I would be up by 15 points in the polls based on our tremendous success with the economy, maybe Best Ever! If the Corrupt Media was actually fair, I would be up by 25 points. Nevertheless, despite the Fake News, we’re doing great!"
realDonaldTrump,"With the #RightToTry Law I signed today, patients with life threatening illnesses will finally have access to experimental treatments that could improve or even cure their conditions. These are experimental treatments and products that have shown great promise..."
BernieSanders,I will make it a priority that the United States lead the world in combatting climate change. That's what we need: leadership on this issue.
realDonaldTrump,"Romney hurt some very good Republican Senators, and he was wrong about the Impeachment Hoax. No clue!"
realDonaldTrump,"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!"
realDonaldTrump,Just arrived in Colorado. Getting ready to deliver the commencement speech at the Air Force Academy graduation. Very exciting - probably will be broadcast live on TV. They want good ratings!
realDonaldTrump,"This was outside of the massive totally full hangar tonight in Mesa, Arizona! http://Vote.GOP #MAGA "
BernieSanders,"Trump refuses to accept the reality of climate change, putting short-term profits of polluters before people. Newsflash, Mr. McNamee: The American people are “buying into” the reality of climate change because it is backed by clear science. Unlike Trump, we stick to the facts."
realDonaldTrump,"On behalf of an entire Nation, CONGRATULATIONS to the U.S. Women's Hockey Team on winning the GOLD! #GoTeamUSA #Olympics"
realDonaldTrump,"To all of our youth who are missing the start of their @LittleLeague seasons, hang in there! We will get you back out on the fields, and know that you will be playing baseball soon...."
realDonaldTrump,"We are winning, big time, against China. Companies & jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much & too fast. Now too slow to cut...."
realDonaldTrump,But I did nothing wrong. Read the Transcripts (2)!
realDonaldTrump,"The Fake News Washington Post, and even more Fake News New York Times, are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever...."
BernieSanders,"Rev. Jesse Jackson is a hero of mine. It's one of the honors of my life to have his support. Together, we will build the nation based on justice we know we can become."
realDonaldTrump,"From Bush 1 to present, our Country has lost more than 55,000 factories, 6,000,000 manufacturing jobs and accumulated Trade Deficits of more than 12 Trillion Dollars. Last year we had a Trade Deficit of almost 800 Billion Dollars. Bad Policies & Leadership. Must WIN again! #MAGA"
realDonaldTrump,A fantastic night in Pennsylvania!
BernieSanders,Tonight I'll be joining CNN for the first town hall of our campaign. I hope you'll join us. Tune in at 8 p.m. ET and follow along here on Twitter.
realDonaldTrump,"Congratulations to Tom Cotton - his book, “Sacred Duty: A Solider’s Tour at Arlington National Cemetery” just hit the best sellers list. I was at @ArlingtonNatl yesterday &amp; the people there were so grateful for Tom’s inspiring portrait of “The Old Guard.” Great job @TomCottonAR!"
BernieSanders,"Since the Parkland shooting one year ago, nearly 1,200 American kids have been killed by guns. This is an epidemic that has got to be stopped. We must follow the lead of the young activists who have bravely stood up to the NRA, and pass commonsense gun safety legislation."
BernieSanders,"Workers in the cannabis industry deserve respect and fair wages. I encourage Cresco Labs workers in Joliet to vote yes for the union on Tuesday. As president, I will lead the fight to double union membership in this country."
realDonaldTrump,"Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a “Trumper,” and he lost. Good Republican candidates will win BIG!"
realDonaldTrump,Victor Davis Hanson was a very good and interesting guest of Mark Levin on @FoxNews. He wrote a highly touted book called “The Second World Wars” and a new book will soon be coming out called “The Case For Trump.” Recommend both. @marklevinshow
realDonaldTrump,"A big new Caravan is heading up to our Southern Border from Honduras. Tell Nancy and Chuck that a drone flying around will not stop them. Only a Wall will work. Only a Wall, or Steel Barrier, will keep our Country safe! Stop playing political games and end the Shutdown!"
BernieSanders,Change takes place when people by the millions determine that the status quo is not the world that should be.
realDonaldTrump,"2018 is being called “THE YEAR OF THE WORKER” by Steve Moore, co-author of “Trumponomics.” It was indeed a great year for the American Worker with the “best job market in 50 years, and the lowest unemployment rate ever for blacks and Hispanics and all workers. Big wage gains.”"
BernieSanders,"Donald Trump and his administration are actively involved in voter suppression. Our job is to make it easier for people to vote, not harder."
BernieSanders,"El pueblo estadounidense está listo para una revolución política, y estamos agradecidos con todos los que forman parte de este movimiento. Únete a nuestra fiesta especial de Unidos Con Bernie en Des Moines:"
realDonaldTrump,Liz Cheney: Statements by agents investigating Trump 'could well be treason'
realDonaldTrump,"Just had a long and very good conversation by phone with President Xi of China. He is strong, sharp and powerfully focused on leading the counterattack on the Coronavirus. He feels they are doing very well, even building hospitals in a matter of only days. Nothing is easy, but..."
